,course_id,title,credit,description,faculty,department,prerequesite,corequesite,prof name,semesters
7120,MIMM 465,Bacterial Pathogenesis,3.0,Microbiology and Immun (Sci) : Organized by the McGill Centre for the Study of Host Resistance. This course focuses on the interplay of the host and the pathogen. The cellular and molecular basis of the host defense mechanism against infections will be considered in relationship to the virulence factors and evasion strategies used by bacteria to cause disease.    ,Faculty of Science,Microbiology & Immunology,"MIMM 211, MIMM 314, MIMM 323, or the permission of the instructor ",,"{'Fall': ['Herve Le-Moual', 'Dao Nguyen', 'Marcel A Behr', 'Brian Ward', 'Samantha Gruenheid', 'Matthew Oughton', 'Frédéric Veyrier', 'Michael Reed']}",{'Fall'}
7121,MIMM 466,Viral Pathogenesis,3.0,"Microbiology and Immun (Sci) : A study of the biological and molecular aspects of viral pathogenesis with emphasis on the human pathogenic viruses including the retroviruses HIV and HTLV-1; herpes viruses; papilloma viruses; hepatitis viruses; and new emerging human viral diseases. These viruses will be discussed in terms of virus multiplication, gene expression virus-induced cytopathic effects and host immune response to infection.    ",Faculty of Science,Microbiology & Immunology,"MIMM 211, MIMM 324, MIMM 314 ",,"{'Winter': ['Chen Liang', 'Anne Gatignol', 'Dalius J Briedis', 'Andrew J Mouland', 'Brian Ward', 'Jean-Pierre Routy', 'Jacques Archambault', 'Thibault Mesplede']}",{'Winter'}
7122,MIMM 498,Library Research Project in Immunology,1.0,Microbiology and Immun (Sci) : Supervised exploration of the current scientific literature on an assigned topic of an advanced nature within the  area of Immunology.    ,Faculty of Science,Microbiology & Immunology,"MIMM 314, MIMM 323, MIMM 324 and MIMM 386. ",,"{'Fall': ['Silvia Vidal'], 'Winter': ['Silvia Vidal']}","{'Fall', 'Winter'}"
7123,MIMM 499,Library Research Project in Microbiology,1.0,"Microbiology and Immun (Sci) : Supervised exploration of the current scientific literature on an assigned topic of an advanced nature within the general areas of bacteriology, virology, or parasitology.    ",Faculty of Science,Microbiology & Immunology,"MIMM 314, MIMM 323, MIMM 324 and MIMM 386. ",,"{'Fall': ['Silvia Vidal'], 'Winter': ['Silvia Vidal']}","{'Fall', 'Winter'}"
7124,MIMM 501D1,Honours Research Project in Immunology,6.0,Microbiology and Immun (Sci) : Presentation of students' research findings in a seminar and a final written report.    ,Faculty of Science,Microbiology & Immunology,,,"{'Fall': ['Connie Krawczyk', 'Irah King']}",{'Fall'}
7125,MIMM 501D2,Honours Research Project in Immunology,6.0,Microbiology and Immun (Sci) : See MIMM 501D1 for course description.    ,Faculty of Science,Microbiology & Immunology,MIMM 501D1 ,,"{'Winter': ['Connie Krawczyk', 'Irah King']}",{'Winter'}
7126,MIMM 502D1,Honours Research Project in Microbiology,6.0,Microbiology and Immun (Sci) : Presentation of students' research findings in a seminar and a final written report.    ,Faculty of Science,Microbiology & Immunology,,,"{'Fall': ['Connie Krawczyk', 'Irah King']}",{'Fall'}
7127,MIMM 502D2,Honours Research Project in Microbiology,6.0,Microbiology and Immun (Sci) : See MIMM 502D1 for course description.    ,Faculty of Science,Microbiology & Immunology,MIMM 502D1 ,,"{'Winter': ['Connie Krawczyk', 'Irah King']}",{'Winter'}
7128,MIMM 509,Inflammatory Processes,3.0,"Microbiology and Immun (Sci) : This course concentrates on the non-specific aspects of the immune response, an area which is not adequately covered by the other immunology courses presented at the university. Interactions between guest researchers (from McGill and other universities) and students will be furthered.    ",Faculty of Science,Microbiology & Immunology,MIMM 314 ,PHGY 513 or MIMM 414 ,"{'Winter': ['Joyce Ellen Rauch', 'Sylvie Lesage', 'Martin Richer', 'Maziar Divangahi', 'Samuel David', 'Ji Zhang', 'Irah King']}",{'Winter'}
7129,MIMM 607,Biochemical Pathology,3.0,"Microbiology and Immun (Sci) : Immunopathogenesis of Human Disease: Lectures and seminars on immune-regulatory mechanisms (cellular/molecular), maintaining the balance between protection and pathology; pathogenesis of major infectious diseases with bacterial, viral and parasitic involvement (e.g. tuberculosis, AIDS, malaria) and classical immune disorders (e.g. asthma).    ",Faculty of Medicine,Microbiology & Immunology,,,"{'Winter': ['Maziar Divangahi', 'Martin Olivier', 'Martin Richer', 'Christine T McCusker', 'Nicole F Bernard', 'Bruce Mazer', 'Ciriaco Piccirillo', 'Brian Ward', 'Salman Qureshi', 'Irah King']}",{'Winter'}
7130,MIMM 611,Graduate Seminars 1,3.0,"Microbiology and Immun (Sci) : Presentation of a research proposal seminar, which is not held publically but presented and evaluated in the context of the first Advisory Committee meeting.  Presentation of the relevant background of the research project, the hypothesis to be tested, the objectives of the research project and summary of the experimental approach that will be used.    ",Faculty of Medicine,Microbiology & Immunology,,,"{'Fall': ['Jacques Archambault'], 'Winter': ['Sylvie Fournier']}","{'Fall', 'Winter'}"
7131,MIMM 612,Graduate Seminars 2,3.0,"Microbiology and Immun (Sci) : Presentation of a scientific seminar, which includes a summary of the relevant background of the research project, the hypothesis being tested, the student’s experimental work to date and the future objectives.    ",Faculty of Medicine,Microbiology & Immunology,,,"{'Fall': ['Robert A Murgita', 'Jacques Archambault'], 'Winter': ['Sylvie Fournier', 'Jacques Archambault']}","{'Fall', 'Winter'}"
7132,MIMM 613,Current Topics 1,3.0,"Microbiology and Immun (Sci) : Graduate students are required to attend eight scientific seminars each term, for three terms. A minimum of four seminars should be attended from the Infection and Immunity Seminar Series offered by the Department of Microbiology and Immunology. A maximum of four life sciences-related seminars presented by principal investigators can be attended at McGill University or its affiliated centers (MUHC, LDI, IRCM).    ",Faculty of Medicine,Microbiology & Immunology,,,"{'Fall': ['Martin Olivier'], 'Winter': ['Martin Olivier']}","{'Fall', 'Winter'}"
7133,MIMM 614,Current Topics 2,3.0,"Microbiology and Immun (Sci) : Graduate students are required to attend eight scientific seminars each term, for three terms. A minimum of four seminars should be attended from the Infection and Immunity Seminar Series offered by the Department of Microbiology and Immunology. A maximum of four life sciences-related seminars presented by principal investigators can be attended at McGill University or its affiliated centers (MUHC, LDI, IRCM).    ",Faculty of Medicine,Microbiology & Immunology,,,"{'Fall': ['Martin Olivier'], 'Winter': ['Martin Olivier']}","{'Fall', 'Winter'}"
7134,MIMM 615,Current Topics 3,3.0,Microbiology and Immun (Sci) : M.Sc. Students (discussion groups with guest speakers).    ,Faculty of Medicine,Microbiology & Immunology,,,"{'Fall': ['Martin Olivier'], 'Winter': ['Martin Olivier']}","{'Fall', 'Winter'}"
7135,MIMM 616,Reading and Conference 1,3.0,"Microbiology and Immun (Sci) : Student presentations, taken from current literature, are concerned with aspects of a central topic. Presentations are designed to be informal and to generate student discussions. Topic will change from term to term.    ",Faculty of Medicine,Microbiology & Immunology,,,{'Fall': ['Sylvie Fournier']},{'Fall'}
7136,MIMM 617,Reading and Conference 2,3.0,"Microbiology and Immun (Sci) : Student presentations, taken from current literature, are concerned with aspects of a central topic. Presentations are designed to be informal and to generate student discussions. Topic will change from term to term.    ",Faculty of Medicine,Microbiology & Immunology,,,{},set()
7137,MIMM 618,Reading and Conference 3,3.0,"Microbiology and Immun (Sci) : Student presentations, taken from current literature, are concerned with aspects of a central topic. Presentations are designed to be informal and to generate student discussions. Topic will change from term to term.    ",Faculty of Medicine,Microbiology & Immunology,,,{},set()
7138,MIMM 619,Reading and Conference 4,3.0,"Microbiology and Immun (Sci) : Student presentations, taken from current literature, are concerned with aspects of a central topic. Presentations are designed to be informal and to generate student discussions. Topic will change from term to term.    ",Faculty of Medicine,Microbiology & Immunology,,,{},set()
7139,MIMM 697,Master's Research 1,8.0,Microbiology and Immun (Sci) : Independent work under the direction of a supervisor on a research problem in the student's designated area of research.    ,Faculty of Medicine,Microbiology & Immunology,,,{},"{'Summer', 'Fall', 'Winter'}"
7140,MIMM 698,Master's Research 2,8.0,Microbiology and Immun (Sci) : Independent work under the direction of a supervisor on a research problem in the student's designated area of research.    ,Faculty of Medicine,Microbiology & Immunology,,,{},"{'Fall', 'Winter'}"
7141,MIMM 699,Master's Research 3,8.0,Microbiology and Immun (Sci) : Independent work under the direction of a supervisor on a research problem in the student's designated area of research.    ,Faculty of Medicine,Microbiology & Immunology,,,{},"{'Fall', 'Winter'}"
7142,MIMM 701,Comprehensive Examination-Ph.D. Candidate,0.0,"Microbiology and Immun (Sci) : An examination that must be passed by all doctoral candidates in order to continue in the doctoral program.  The comprehensive examination includes submission of a written research proposal, an oral presentation of the research accomplishments to date and an oral testing on the understanding of the research area and of relevant areas related to the research project. Students are expected to demonstrate a comprehensive understanding of their research area and a good understanding of relevant areas related to their project.    ",Faculty of Medicine,Microbiology & Immunology,,,"{'Fall': ['Benoit Cousineau'], 'Winter': ['Benoit Cousineau'], 'Summer': ['Benoit Cousineau']}","{'Summer', 'Fall', 'Winter'}"
7143,MIMM 701D1,Comprehensive Examination-Ph.D. Candidate,0.0,"Microbiology and Immun (Sci) : An examination that must be passed by all doctoral candidates in order to continue in the doctoral program.  The comprehensive examination includes submission of a written research proposal, an oral presentation of the research accomplishments to date and an oral testing on the understanding of the research area and of relevant areas related to the research project. Students are expected to demonstrate a comprehensive understanding of their research area and a good understanding of relevant areas related to their project.    ",Faculty of Medicine,Microbiology & Immunology,,,{},set()
7144,MIMM 701D2,Comprehensive Examination-Ph.D. Candidate,0.0,"Microbiology and Immun (Sci) : An examination that must be passed by all doctoral candidates in order to continue in the doctoral program.  The comprehensive examination includes submission of a written research proposal, an oral presentation of the research accomplishments to date and an oral testing on the understanding of the research area and of relevant areas related to the research project. Students are expected to demonstrate a comprehensive understanding of their research area and a good understanding of relevant areas related to their project.    ",Faculty of Medicine,Microbiology & Immunology,MIMM 701D1 ,,{},set()
7145,MIMM 713,Graduate Seminars 3,3.0,Microbiology and Immun (Sci) : Presentation of a maximum of three seminars topics throughout the course of their degree program.    ,Faculty of Medicine,Microbiology & Immunology,,,"{'Fall': ['Robert A Murgita'], 'Winter': ['Jacques Archambault']}","{'Fall', 'Winter'}"
7146,MIMM 721,Ph.D. Research Progress Report 1,1.0,"Microbiology and Immun (Sci) : Each Ph.D. student has an advisory committee (3 professors including research advisor) that meets yearly to consider student's progress. Students submit a 6-page progress report to the committee and give a 20-minute oral presentation, discussing data obtained and future research plans. Committee gives advice on progress and fine-tuning the research project.    ",Faculty of Medicine,Microbiology & Immunology,,,{},set()
